nom_modele,performance,fairness_accuracy,fairness_disparate_impact,interpretability,privacy
account_check_status credit_amount duration_in_month foreign_worker job people_under_maintenance present_emp_since present_res_since property savings telephone,0.701666666666667,0.3192875327021666,1.01091661961227,-11.0,-7.0
account_check_status age credits_this_bank housing installment_as_income_perc job other_debtors people_under_maintenance personal._status present_emp_since present_res_since purpose sex telephone,0.684761904761905,0.17632090132090092,0.701003344481605,-14.0,-9.0
account_check_status credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc people_under_maintenance personal._status present_res_since property savings sex telephone,0.701547619047619,0.026574206918539803,0.738325281803543,-13.0,-8.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month foreign_worker housing other_installment_plans personal._status,0.681785714285714,-0.0462363668871805,0.768461007591442,-9.0,-3.0
account_check_status age credit_history housing installment_as_income_perc job other_installment_plans personal._status present_emp_since property savings sex,0.721785714285714,0.13870182891922034,0.763547574039067,-12.0,-7.0
account_check_status foreign_worker housing job other_debtors people_under_maintenance personal._status present_emp_since present_res_since property savings,0.690238095238095,0.14576802507837044,0.785607196401799,-11.0,-8.0
account_check_status foreign_worker present_res_since property purpose sex telephone,0.691428571428571,0.03736916733521149,0.792801401497054,-7.0,-5.0
account_check_status age credit_history job people_under_maintenance personal._status present_emp_since present_res_since sex,0.699642857142857,0.06871978332929041,0.784734299516908,-9.0,-7.0
account_check_status age credit_amount credit_history credits_this_bank foreign_worker job other_debtors property sex telephone,0.707857142857143,0.03853989813242781,0.759420289855072,-11.0,-6.0
age credit_history foreign_worker housing property purpose savings sex,0.68422619047619,0.073612472799445,0.828944682588283,-8.0,-5.0
credits_this_bank duration_in_month installment_as_income_perc job other_debtors personal._status present_emp_since present_res_since property purpose savings sex,0.714880952380952,0.2087335553063829,0.649504195270786,-12.0,-6.0
account_check_status age credit_amount housing other_debtors people_under_maintenance personal._status present_emp_since present_res_since property savings telephone,0.699880952380952,0.11927096169117476,0.723257418909593,-12.0,-8.0
age credit_amount duration_in_month foreign_worker other_installment_plans personal._status present_emp_since present_res_since purpose savings telephone,0.684047619047619,0.3099358974358977,0.71195652173913,-11.0,-6.0
age credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc job other_debtors other_installment_plans savings,0.725119047619048,0.18248186448525971,0.94927536231884,-10.0,-3.0
account_check_status credits_this_bank installment_as_income_perc job other_debtors other_installment_plans present_emp_since present_res_since savings,0.698392857142857,0.3153371883262903,0.926673567977916,-9.0,-3.0
credit_history credits_this_bank duration_in_month foreign_worker housing other_debtors other_installment_plans people_under_maintenance present_res_since property purpose savings sex,0.695595238095238,0.14059064807219013,0.823899371069182,-13.0,-6.0
account_check_status age credit_amount credit_history installment_as_income_perc other_debtors,0.726190476190476,-0.003960016803815303,0.926673567977916,-6.0,-1.0
credit_amount credit_history credits_this_bank foreign_worker housing job other_debtors other_installment_plans people_under_maintenance present_res_since purpose savings sex telephone,0.678571428571429,0.19626668901178732,0.645507246376812,-14.0,-7.0
account_check_status credit_amount credit_history credits_this_bank foreign_worker installment_as_income_perc job present_emp_since property purpose,0.718571428571429,0.21687925170068,0.96905193236715,-10.0,-4.0
account_check_status age credit_history duration_in_month foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since sex telephone,0.702142857142857,0.1433141983446867,0.780515297906602,-15.0,-9.0
account_check_status age credit_amount foreign_worker housing other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property purpose savings telephone,0.700238095238095,0.1212093917011953,0.813664596273292,-14.0,-9.0
age credits_this_bank installment_as_income_perc job people_under_maintenance personal._status present_emp_since savings sex telephone,0.666428571428571,0.324596336499322,0.741621376811594,-10.0,-7.0
age credits_this_bank duration_in_month foreign_worker installment_as_income_perc present_emp_since present_res_since savings,0.698571428571429,0.3291345313132108,0.874613255170168,-8.0,-4.0
account_check_status age credit_history credits_this_bank duration_in_month installment_as_income_perc job other_installment_plans personal._status present_emp_since savings,0.733690476190476,0.3119182652210175,0.766387448477596,-11.0,-4.0
credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc job people_under_maintenance present_res_since property purpose savings telephone,0.722261904761905,0.2389146361981673,1.0325451309433,-12.0,-6.0
credits_this_bank duration_in_month installment_as_income_perc other_debtors present_emp_since property savings sex telephone,0.72,0.298826840462897,0.640474943251266,-9.0,-4.0
account_check_status housing job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since property purpose savings telephone,0.694166666666667,0.15686808861112098,0.780226325193568,-12.0,-7.0
account_check_status age credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc job personal._status present_res_since property purpose savings telephone,0.730238095238095,0.0761619023930926,0.755105401844532,-14.0,-7.0
account_check_status credit_history property purpose sex telephone,0.71625,0.0513948533573021,0.735688405797101,-6.0,-3.0
credit_amount credit_history foreign_worker installment_as_income_perc job other_debtors other_installment_plans personal._status property purpose telephone,0.688452380952381,0.040219996575928806,0.659219001610306,-11.0,-5.0
account_check_status credit_amount duration_in_month housing people_under_maintenance personal._status present_res_since property purpose savings sex,0.691666666666667,0.11228869895536524,0.703166935050993,-11.0,-6.0
credit_amount credit_history duration_in_month foreign_worker housing installment_as_income_perc other_debtors personal._status present_emp_since present_res_since purpose,0.678095238095238,0.13601294938469036,0.704616763783057,-11.0,-5.0
age credit_amount credit_history credits_this_bank foreign_worker job other_debtors people_under_maintenance present_res_since purpose sex,0.6725,0.316946778711484,0.723257418909593,-11.0,-6.0
account_check_status age credit_amount credit_history foreign_worker housing other_debtors present_emp_since savings telephone,0.723214285714286,0.08185053963162728,0.841130067877454,-10.0,-5.0
account_check_status age credit_history housing job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since property sex,0.692857142857143,0.1371417433917439,0.667622232839624,-12.0,-8.0
account_check_status age credits_this_bank duration_in_month foreign_worker housing job people_under_maintenance present_res_since property purpose savings,0.688571428571429,0.2613436209180889,0.881469979296066,-12.0,-7.0
credit_amount credits_this_bank duration_in_month foreign_worker installment_as_income_perc other_debtors other_installment_plans present_emp_since property purpose sex telephone,0.689404761904762,0.0510838435286652,0.673679289387564,-12.0,-5.0
credits_this_bank duration_in_month foreign_worker other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since purpose,0.661130952380952,0.1438443338500448,0.645138595750668,-10.0,-5.0
account_check_status credit_history duration_in_month installment_as_income_perc other_debtors other_installment_plans personal._status present_res_since purpose sex,0.727857142857143,0.019093639806712796,0.796166432912576,-10.0,-3.0
account_check_status age duration_in_month foreign_worker housing installment_as_income_perc job present_emp_since property purpose savings,0.715833333333333,0.3234260745496696,0.959941377625794,-11.0,-6.0
duration_in_month installment_as_income_perc job people_under_maintenance personal._status present_emp_since present_res_since savings sex telephone,0.686011904761905,0.3303953188614,0.639729048519219,-10.0,-7.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month foreign_worker housing job other_debtors personal._status savings sex,0.71202380952381,-0.0596122908622908,0.73173309178744,-12.0,-5.0
account_check_status age credit_amount credits_this_bank duration_in_month foreign_worker installment_as_income_perc people_under_maintenance personal._status present_res_since savings telephone,0.718095238095238,0.1485568760611208,0.775751908991741,-12.0,-6.0
account_check_status credit_amount duration_in_month job other_debtors other_installment_plans people_under_maintenance personal._status property,0.677380952380952,0.0910120646962749,0.692714453584019,-9.0,-4.0
account_check_status credit_amount credit_history credits_this_bank foreign_worker installment_as_income_perc job other_installment_plans present_res_since property sex telephone,0.70952380952381,0.17967032967032934,0.813664596273292,-12.0,-6.0
account_check_status credit_amount credit_history duration_in_month foreign_worker installment_as_income_perc other_debtors other_installment_plans present_res_since property purpose telephone,0.722619047619048,0.14370651414334779,0.931696188942566,-12.0,-4.0
credit_history credits_this_bank duration_in_month foreign_worker other_installment_plans present_res_since purpose,0.686547619047619,0.18710772510164578,0.91052942916297,-7.0,-2.0
credit_amount credit_history foreign_worker installment_as_income_perc other_debtors people_under_maintenance present_res_since savings,0.720714285714286,0.2808338344199005,1.15157994773105,-8.0,-3.0
account_check_status age credit_amount credit_history credits_this_bank housing other_installment_plans personal._status present_emp_since property purpose savings sex,0.711190476190476,0.0797482659184787,0.678053830227743,-13.0,-6.0
account_check_status age credit_amount housing other_installment_plans people_under_maintenance present_emp_since property,0.662380952380952,0.216690716690717,0.813664596273292,-8.0,-5.0
account_check_status credit_history credits_this_bank duration_in_month installment_as_income_perc present_emp_since present_res_since purpose telephone,0.730833333333333,0.1037996241484615,0.970849802371542,-9.0,-3.0
account_check_status credit_amount personal._status present_emp_since present_res_since property sex telephone,0.68202380952381,0.06695372018943141,0.780226325193568,-8.0,-6.0
account_check_status credit_history credits_this_bank other_installment_plans people_under_maintenance personal._status purpose savings sex telephone,0.72047619047619,0.10366064739466241,0.737084398976982,-10.0,-4.0
duration_in_month installment_as_income_perc present_emp_since present_res_since property purpose savings telephone,0.715654761904762,0.327698227698228,1.05475040257649,-8.0,-4.0
credit_amount credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc personal._status present_emp_since present_res_since property purpose savings,0.72797619047619,0.1500709551014428,0.675040257648953,-12.0,-5.0
account_check_status age credit_amount credit_history credits_this_bank foreign_worker other_debtors people_under_maintenance present_emp_since property sex telephone,0.718690476190476,0.10730916592985547,0.730211817168339,-12.0,-7.0
account_check_status credit_history credits_this_bank foreign_worker other_debtors personal._status present_emp_since property savings sex,0.738988095238095,0.13964750586142732,0.751509661835749,-10.0,-5.0
account_check_status credit_amount credit_history foreign_worker housing other_debtors people_under_maintenance savings telephone,0.717738095238095,0.02926939097151879,0.949275362318841,-9.0,-4.0
account_check_status credit_history duration_in_month foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans present_emp_since purpose,0.709583333333333,0.2700924608819345,0.94927536231884,-11.0,-4.0
credit_amount credit_history duration_in_month installment_as_income_perc job other_debtors personal._status savings telephone,0.733809523809524,0.274403610573823,0.632850241545894,-9.0,-3.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month foreign_worker present_emp_since purpose,0.723809523809524,0.1958592132505172,0.909722222222222,-8.0,-2.0
account_check_status duration_in_month foreign_worker other_debtors other_installment_plans present_emp_since present_res_since property purpose,0.711130952380952,0.3052642796248931,1.00511508951407,-9.0,-4.0
age credit_history installment_as_income_perc other_debtors people_under_maintenance sex telephone,0.707083333333333,0.0550448868071819,0.569565217391304,-7.0,-4.0
account_check_status age credit_amount housing installment_as_income_perc job other_debtors personal._status present_emp_since purpose savings telephone,0.721904761904762,0.16344681147312728,0.71195652173913,-12.0,-6.0
age credit_history foreign_worker job other_installment_plans people_under_maintenance personal._status present_res_since property purpose savings sex,0.690357142857143,0.2136208018560961,0.632850241545894,-12.0,-8.0
account_check_status age credit_history foreign_worker housing people_under_maintenance property telephone,0.689107142857143,0.06507108556288868,0.895031055900621,-8.0,-6.0
credit_history credits_this_bank duration_in_month housing installment_as_income_perc personal._status present_emp_since present_res_since property purpose savings sex,0.720119047619048,0.09654731457800471,0.896537842190016,-12.0,-6.0
age credit_amount credit_history credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc job people_under_maintenance personal._status present_emp_since property savings telephone,0.705833333333333,0.1752597507314487,0.657190635451505,-15.0,-9.0
account_check_status credit_amount credit_history foreign_worker installment_as_income_perc other_installment_plans present_emp_since purpose sex telephone,0.722261904761905,0.2876376497066156,0.851074462768616,-10.0,-4.0
age credit_history duration_in_month housing other_debtors people_under_maintenance property purpose sex,0.676666666666667,0.0782472613458529,0.47463768115942,-9.0,-5.0
account_check_status credit_amount duration_in_month housing job other_debtors personal._status property purpose savings sex,0.693928571428571,0.1433492884952376,0.709097258599616,-11.0,-5.0
credit_history duration_in_month job people_under_maintenance personal._status present_res_since property purpose savings telephone,0.713214285714286,0.27556170355466203,0.561543172075934,-10.0,-6.0
account_check_status credit_history duration_in_month other_debtors property purpose savings sex telephone,0.738571428571429,0.081690767860981,0.745859213250518,-9.0,-3.0
account_check_status age credit_history credits_this_bank foreign_worker housing job other_debtors other_installment_plans people_under_maintenance personal._status present_res_since sex telephone,0.681071428571429,0.1522340005611748,0.714508337229235,-14.0,-9.0
account_check_status credit_amount credits_this_bank duration_in_month other_debtors other_installment_plans people_under_maintenance personal._status present_res_since property savings,0.709404761904762,0.1748212172660385,0.73492286115007,-11.0,-4.0
credits_this_bank other_debtors personal._status present_emp_since present_res_since property savings sex,0.67452380952381,0.22253298909925412,0.480356207438449,-8.0,-5.0
age credit_amount credit_history duration_in_month foreign_worker installment_as_income_perc other_installment_plans people_under_maintenance present_emp_since purpose savings sex,0.732380952380952,0.359662623594196,0.745000917262888,-12.0,-5.0
age credit_history credits_this_bank duration_in_month housing job other_debtors other_installment_plans people_under_maintenance present_emp_since present_res_since savings sex,0.6925,0.1883275416555288,0.464090177133655,-13.0,-7.0
account_check_status credit_amount duration_in_month housing installment_as_income_perc other_installment_plans personal._status present_emp_since property savings sex telephone,0.718333333333333,0.0707604523290794,0.796922526391125,-12.0,-6.0
age credit_history credits_this_bank foreign_worker other_debtors present_emp_since property savings sex,0.724583333333333,0.175798470535313,0.59954233409611,-9.0,-5.0
account_check_status age credits_this_bank duration_in_month housing job other_debtors present_emp_since purpose savings sex,0.713571428571429,0.17545454545454536,0.795583160800552,-11.0,-5.0
credit_history duration_in_month foreign_worker housing other_debtors other_installment_plans personal._status present_res_since purpose savings,0.684166666666667,0.0818054193024592,0.75573378359364,-10.0,-4.0
account_check_status age credit_amount credits_this_bank housing installment_as_income_perc other_debtors other_installment_plans personal._status present_emp_since present_res_since property,0.695952380952381,0.07138679377051481,0.706437478934951,-12.0,-6.0
credit_amount credit_history credits_this_bank duration_in_month installment_as_income_perc people_under_maintenance present_emp_since present_res_since property sex telephone,0.71202380952381,0.0931818181818182,0.632850241545894,-11.0,-6.0
credit_history credits_this_bank installment_as_income_perc other_debtors other_installment_plans present_emp_since purpose sex telephone,0.727797619047619,0.2178454715219423,0.632850241545894,-9.0,-3.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month installment_as_income_perc property savings sex telephone,0.745952380952381,0.1162490424296339,0.926673567977916,-10.0,-3.0
account_check_status credit_amount credits_this_bank installment_as_income_perc job other_installment_plans personal._status present_emp_since property purpose savings sex telephone,0.714166666666667,0.2595600920069009,0.747301880974406,-13.0,-6.0
account_check_status credit_amount credit_history credits_this_bank foreign_worker installment_as_income_perc job people_under_maintenance personal._status present_emp_since present_res_since property savings sex,0.728095238095238,0.1099834983498354,0.845888936719759,-14.0,-8.0
account_check_status credit_amount credit_history duration_in_month housing installment_as_income_perc other_installment_plans present_emp_since present_res_since property purpose savings sex,0.732738095238095,0.2289788862822567,0.831949193942355,-13.0,-5.0
age credit_history credits_this_bank duration_in_month housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance present_res_since property purpose sex telephone,0.680357142857143,0.030195448966103204,0.725289040872822,-15.0,-8.0
age credit_amount duration_in_month foreign_worker housing installment_as_income_perc other_debtors present_res_since savings sex telephone,0.665595238095238,0.21554778554778561,0.719148001756698,-11.0,-6.0
account_check_status foreign_worker installment_as_income_perc other_debtors other_installment_plans people_under_maintenance personal._status property savings sex,0.719345238095238,0.023582115773138596,0.810357016613645,-10.0,-5.0
credit_history credits_this_bank housing installment_as_income_perc other_debtors personal._status purpose savings sex telephone,0.710416666666667,0.2693027979053462,0.673679289387564,-10.0,-4.0
account_check_status housing job other_debtors other_installment_plans present_emp_since present_res_since property purpose telephone,0.675714285714286,0.1268399382398353,0.821760761410339,-10.0,-6.0
account_check_status credits_this_bank duration_in_month housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property purpose savings sex,0.715952380952381,0.2458589615397021,0.792598846207964,-16.0,-8.0
account_check_status age credit_amount credit_history credits_this_bank duration_in_month job other_installment_plans present_res_since savings telephone,0.715238095238095,0.1720998372219209,0.978634394143135,-11.0,-4.0
account_check_status credit_amount credit_history duration_in_month foreign_worker housing other_installment_plans people_under_maintenance present_emp_since present_res_since savings sex telephone,0.708214285714286,0.0561854009896642,0.810357016613645,-13.0,-7.0
account_check_status age credit_amount credit_history credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans personal._status purpose savings sex telephone,0.727619047619048,0.21550961848153938,0.787203958996112,-17.0,-7.0
account_check_status age credit_history credits_this_bank job other_debtors personal._status present_emp_since present_res_since,0.715952380952381,-0.03369743951139299,0.728513650151668,-9.0,-5.0
age credit_amount credit_history installment_as_income_perc job property purpose savings sex,0.725238095238095,0.268744730446858,0.632850241545894,-9.0,-4.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month other_debtors other_installment_plans purpose sex,0.722738095238095,-0.00461511668408221,0.785607196401799,-9.0,-1.0
account_check_status age credit_amount job other_debtors other_installment_plans people_under_maintenance personal._status purpose savings sex,0.687738095238095,0.16357073539016087,0.783528870485392,-11.0,-5.0
account_check_status credit_history duration_in_month housing other_debtors people_under_maintenance savings telephone,0.724940476190476,0.05061843799124059,0.969911783238815,-8.0,-3.0
account_check_status age credit_history duration_in_month foreign_worker installment_as_income_perc job other_installment_plans present_emp_since present_res_since savings sex telephone,0.725595238095238,0.2602062289562293,0.805445761967501,-13.0,-7.0
age credit_amount credits_this_bank foreign_worker installment_as_income_perc job other_installment_plans personal._status present_emp_since property purpose savings sex telephone,0.693452380952381,0.21123789719359712,0.684361307718234,-14.0,-8.0
age credit_amount credit_history foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance present_emp_since property telephone,0.674642857142857,0.059209890852892896,0.809676044330776,-13.0,-8.0
account_check_status credit_amount credit_history housing other_debtors other_installment_plans personal._status present_emp_since present_res_since property purpose,0.702738095238095,0.10690203000882612,0.811031377515126,-11.0,-5.0
account_check_status age credit_history duration_in_month installment_as_income_perc other_installment_plans savings,0.732619047619048,0.1973902978006948,0.960443307757886,-7.0,-1.0
account_check_status age credit_history installment_as_income_perc job property savings,0.722857142857143,0.0414768158670597,0.855390985825768,-7.0,-3.0
account_check_status credit_amount duration_in_month foreign_worker housing people_under_maintenance personal._status present_res_since purpose savings sex,0.690595238095238,0.20215031913696913,0.800369423131571,-11.0,-6.0
account_check_status credit_amount credits_this_bank duration_in_month installment_as_income_perc job other_debtors people_under_maintenance present_emp_since property savings telephone,0.72047619047619,0.2582692128082997,0.983586519993015,-12.0,-5.0
credit_amount credits_this_bank duration_in_month other_debtors personal._status present_res_since property purpose savings sex telephone,0.6825,0.2495998297147722,0.67972803721596,-11.0,-5.0
account_check_status age credit_history credits_this_bank foreign_worker other_debtors present_res_since sex telephone,0.725595238095238,-0.0712962962962964,0.71195652173913,-9.0,-5.0
credit_history duration_in_month installment_as_income_perc job other_debtors present_emp_since present_res_since purpose sex,0.721309523809524,0.1866419626884746,0.65816425120773,-9.0,-4.0
credit_amount credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc other_installment_plans personal._status property savings,0.702261904761905,0.12360544217687111,0.678053830227743,-10.0,-3.0
age credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since property savings,0.725357142857143,0.2138912938912939,0.616412572934312,-14.0,-7.0
age credit_amount duration_in_month foreign_worker personal._status property savings telephone,0.660357142857143,0.23996067353495043,0.579218865143699,-8.0,-5.0
account_check_status age credit_amount credit_history duration_in_month housing other_debtors people_under_maintenance personal._status present_res_since sex,0.696547619047619,-0.0562505568920965,0.640208965284799,-11.0,-6.0
credit_amount credit_history duration_in_month foreign_worker housing other_installment_plans personal._status present_res_since property purpose savings sex,0.674166666666667,0.27734767025089574,0.854347826086957,-12.0,-6.0
credits_this_bank duration_in_month other_debtors personal._status present_emp_since property savings sex telephone,0.709880952380952,0.307773109243698,0.586317135549872,-9.0,-5.0
account_check_status credit_history credits_this_bank installment_as_income_perc people_under_maintenance personal._status present_emp_since present_res_since savings sex,0.764940476190476,0.0806659425845474,0.850392512077295,-10.0,-5.0
account_check_status credit_history credits_this_bank duration_in_month installment_as_income_perc job other_debtors other_installment_plans personal._status present_emp_since present_res_since property savings sex telephone,0.747261904761905,0.0833197655486813,0.846341889296315,-15.0,-7.0
account_check_status age credit_amount credit_history credits_this_bank duration_in_month housing installment_as_income_perc other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since sex telephone,0.71297619047619,0.09286387976147059,0.754845468831849,-16.0,-8.0
age credit_amount credit_history credits_this_bank duration_in_month foreign_worker other_installment_plans people_under_maintenance personal._status present_emp_since savings sex telephone,0.71202380952381,0.16714026588654168,0.532926519196542,-13.0,-7.0
account_check_status age credit_amount credit_history duration_in_month housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since purpose savings sex,0.72297619047619,0.16483516483516458,0.705175983436853,-16.0,-7.0
account_check_status credit_amount credits_this_bank foreign_worker housing installment_as_income_perc job people_under_maintenance personal._status present_emp_since present_res_since property purpose savings,0.708809523809524,0.29265972123114936,0.755545696539485,-14.0,-8.0
account_check_status age foreign_worker installment_as_income_perc other_debtors people_under_maintenance present_emp_since present_res_since property purpose savings telephone,0.71297619047619,0.20876649413136936,0.862977602108037,-12.0,-7.0
account_check_status credit_history credits_this_bank duration_in_month installment_as_income_perc job other_installment_plans people_under_maintenance personal._status property purpose telephone,0.715,0.0640934755219904,0.819828722002635,-12.0,-5.0
account_check_status credit_amount duration_in_month housing job present_emp_since present_res_since purpose savings telephone,0.692380952380952,0.24364367988281851,0.901811594202899,-10.0,-5.0
account_check_status credit_amount duration_in_month housing installment_as_income_perc other_debtors other_installment_plans personal._status present_emp_since property purpose sex,0.709880952380952,0.0926196800864761,0.770698809011336,-12.0,-5.0
account_check_status age credit_amount housing installment_as_income_perc other_debtors present_res_since property sex,0.69,0.09941914069703131,0.763784774279527,-9.0,-5.0
account_check_status duration_in_month housing installment_as_income_perc other_installment_plans people_under_maintenance personal._status property purpose savings sex telephone,0.706904761904762,0.1563740771123867,0.823899371069182,-12.0,-6.0
account_check_status age credit_amount duration_in_month housing job other_debtors other_installment_plans present_emp_since present_res_since property telephone,0.678690476190476,0.1897506000009542,0.858248957712925,-12.0,-7.0
credit_amount credit_history duration_in_month foreign_worker job other_installment_plans property purpose,0.672261904761905,0.1120946857788964,1.0005875440658,-8.0,-3.0
account_check_status age credit_history duration_in_month foreign_worker installment_as_income_perc other_debtors other_installment_plans people_under_maintenance present_emp_since savings,0.736071428571429,0.3267332667332668,0.917980570154483,-11.0,-4.0
account_check_status credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc job other_installment_plans personal._status present_emp_since present_res_since purpose telephone,0.720833333333333,0.17937516470002685,0.810357016613645,-13.0,-6.0
credits_this_bank duration_in_month housing installment_as_income_perc other_debtors other_installment_plans people_under_maintenance savings telephone,0.660654761904762,0.0063566176785280065,0.897496706192358,-9.0,-3.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month other_debtors present_emp_since purpose,0.73,0.057936685407615596,0.850392512077295,-8.0,-1.0
account_check_status age credit_amount credit_history duration_in_month foreign_worker other_installment_plans personal._status present_emp_since property purpose savings sex telephone,0.731666666666667,0.14859346642468188,0.799389778794813,-14.0,-7.0
age credit_amount credit_history credits_this_bank foreign_worker job other_installment_plans people_under_maintenance present_res_since purpose savings,0.691309523809524,0.24526841918146272,0.808641975308642,-11.0,-5.0
account_check_status age credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans present_emp_since present_res_since property purpose sex,0.708333333333333,0.2516791348186697,0.841403162055336,-15.0,-8.0
age credits_this_bank duration_in_month job people_under_maintenance personal._status present_emp_since present_res_since purpose sex telephone,0.671071428571429,0.2126935770500126,0.733103745157124,-11.0,-8.0
account_check_status credit_amount credits_this_bank duration_in_month installment_as_income_perc present_res_since property purpose sex telephone,0.709285714285714,0.19060732243871784,0.816818335018537,-10.0,-4.0
credits_this_bank duration_in_month foreign_worker personal._status present_emp_since property purpose sex,0.665654761904762,0.0964759535655059,0.680077871512005,-8.0,-5.0
account_check_status age credit_history credits_this_bank foreign_worker housing job other_installment_plans people_under_maintenance personal._status present_emp_since property purpose,0.695238095238095,0.042420801887842294,0.742911153119093,-13.0,-8.0
account_check_status age installment_as_income_perc job other_installment_plans people_under_maintenance present_emp_since present_res_since savings,0.672023809523809,0.292486434302074,0.899313501144165,-9.0,-5.0
age credit_amount job other_debtors present_emp_since property purpose savings sex,0.673333333333333,0.319876543209876,0.562533548040794,-9.0,-5.0
age credits_this_bank foreign_worker installment_as_income_perc job people_under_maintenance personal._status present_emp_since present_res_since savings telephone,0.670238095238095,0.38060808587124395,0.674485125858123,-11.0,-8.0
credit_amount duration_in_month installment_as_income_perc other_debtors personal._status property purpose savings sex,0.681309523809524,0.1932144526814933,0.577819785759294,-9.0,-3.0
age credit_amount credit_history credits_this_bank job personal._status present_emp_since present_res_since purpose telephone,0.682738095238095,0.37782750781471997,0.536061381074169,-10.0,-6.0
duration_in_month other_debtors people_under_maintenance personal._status present_res_since savings telephone,0.674583333333333,0.31036811887875704,0.610248447204969,-7.0,-4.0
account_check_status age credit_amount credit_history duration_in_month other_debtors personal._status present_emp_since present_res_since purpose sex,0.724880952380952,-0.07619624805346871,0.763142938334754,-11.0,-5.0
age credit_history installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance present_res_since purpose savings sex telephone,0.735952380952381,0.2656371406371407,0.69038208168643,-12.0,-6.0
credit_history credits_this_bank housing installment_as_income_perc job personal._status savings sex,0.673214285714286,-0.011618145080964204,0.608969100355483,-8.0,-4.0
age credit_history duration_in_month installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since,0.678095238095238,0.2845160007950711,0.662285136501517,-10.0,-5.0
age duration_in_month housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property savings,0.662738095238095,0.1941526610644254,0.586317135549872,-13.0,-8.0
age credit_history credits_this_bank foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance present_emp_since present_res_since property savings sex,0.694761904761905,0.053757596206587994,0.652626811594203,-15.0,-9.0
age credits_this_bank duration_in_month housing installment_as_income_perc other_debtors other_installment_plans personal._status present_emp_since present_res_since property purpose savings sex telephone,0.692738095238095,0.0640538667898452,0.755105401844532,-15.0,-8.0
account_check_status credit_amount installment_as_income_perc other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since purpose savings telephone,0.716071428571429,0.1817578191398946,0.778892604979561,-11.0,-5.0
age duration_in_month installment_as_income_perc present_emp_since property purpose savings sex telephone,0.723452380952381,0.29178049882161,0.707934168508966,-9.0,-5.0
account_check_status age credit_history credits_this_bank foreign_worker installment_as_income_perc other_debtors other_installment_plans present_emp_since present_res_since purpose sex,0.726547619047619,0.1231882617912029,0.878079710144927,-12.0,-5.0
age credit_history credits_this_bank installment_as_income_perc job other_debtors personal._status savings telephone,0.742321428571429,0.19931457431457428,0.59175607001694,-9.0,-4.0
age credit_amount credit_history foreign_worker housing installment_as_income_perc other_installment_plans people_under_maintenance personal._status present_res_since purpose savings sex,0.691904761904762,0.2476963949421574,0.675755342667649,-13.0,-7.0
account_check_status age credit_amount credit_history credits_this_bank foreign_worker installment_as_income_perc other_installment_plans people_under_maintenance present_emp_since purpose sex telephone,0.727261904761905,0.3486938349007317,0.872896884890888,-13.0,-6.0
account_check_status age credit_amount foreign_worker installment_as_income_perc other_debtors other_installment_plans people_under_maintenance personal._status present_res_since telephone,0.701309523809524,0.16521811521811525,0.751075011944577,-11.0,-6.0
account_check_status credit_history duration_in_month installment_as_income_perc personal._status present_emp_since savings sex telephone,0.753809523809524,0.159791398591888,0.859344012204424,-9.0,-4.0
